filename,target,length,fold
1.강제추행(성범죄)_18320_label.wav,0,2.59,2
1.강제추행(성범죄)_18322_label.wav,0,2.13,3
1.강제추행(성범죄)_18325_label.wav,0,1.9900000000000002,5
1.강제추행(성범죄)_18327_label.wav,0,2.41,5
1.강제추행(성범죄)_18330_label.wav,0,2.38,1
1.강제추행(성범죄)_18336_label.wav,0,2.17,1
1.강제추행(성범죄)_18338_label.wav,0,2.2200000000000006,5
1.강제추행(성범죄)_18339_label.wav,0,2.17,1
1.강제추행(성범죄)_18340_label.wav,0,2.7200000000000006,2
1.강제추행(성범죄)_18350_label.wav,0,2.2799999999999994,1
1.강제추행(성범죄)_18353_label.wav,0,1.71,3
1.강제추행(성범죄)_18354_label.wav,0,2.37,3
1.강제추행(성범죄)_18356_label.wav,0,2.41,1
1.강제추행(성범죄)_18357_label.wav,0,2.2799999999999994,5
1.강제추행(성범죄)_18358_label.wav,0,2.21,3
1.강제추행(성범죄)_18359_label.wav,0,1.9000000000000004,5
1.강제추행(성범죄)_18360_label.wav,0,2.2,3
1.강제추행(성범죄)_18363_label.wav,0,5.890000000000001,3
1.강제추행(성범죄)_18365_label.wav,0,2.13,3
1.강제추행(성범죄)_18366_label.wav,0,2.3100000000000005,5
1.강제추행(성범죄)_18367_label.wav,0,5.83,3
1.강제추행(성범죄)_18370_label.wav,0,2.2,4
1.강제추행(성범죄)_18373_label.wav,0,2.0199999999999996,2
1.강제추행(성범죄)_18375_label.wav,0,2.7200000000000006,3
1.강제추행(성범죄)_18376_label.wav,0,2.6099999999999994,3
1.강제추행(성범죄)_18379_label.wav,0,2.4800000000000004,2
1.강제추행(성범죄)_18383_label.wav,0,1.8200000000000003,5
1.강제추행(성범죄)_18384_label.wav,0,2.1500000000000004,5
1.강제추행(성범죄)_18390_label.wav,0,1.9500000000000002,3
1.강제추행(성범죄)_18395_label.wav,0,5.390000000000001,2
1.강제추행(성범죄)_18397_label.wav,0,2.29,5
1.강제추행(성범죄)_18398_label.wav,0,2.51,3
1.강제추행(성범죄)_18401_label.wav,0,2.1099999999999994,3
1.강제추행(성범죄)_18403_label.wav,0,2.45,2
1.강제추행(성범죄)_18410_label.wav,0,2.0,4
1.강제추행(성범죄)_18414_label.wav,0,1.9500000000000002,1
1.강제추행(성범죄)_18416_label.wav,0,2.0700000000000003,4
1.강제추행(성범죄)_18419_label.wav,0,6.01,1
1.강제추행(성범죄)_18421_label.wav,0,2.66,4
1.강제추행(성범죄)_18428_label.wav,0,2.01,1
1.강제추행(성범죄)_18430_label.wav,0,1.8499999999999996,1
1.강제추행(성범죄)_18431_label.wav,0,3.0299999999999994,2
1.강제추행(성범죄)_18433_label.wav,0,2.4700000000000006,4
1.강제추행(성범죄)_18437_label.wav,0,2.66,4
1.강제추행(성범죄)_18442_label.wav,0,1.71,3
1.강제추행(성범죄)_18443_label.wav,0,2.1899999999999995,1
1.강제추행(성범죄)_18445_label.wav,0,2.41,2
1.강제추행(성범죄)_18446_label.wav,0,2.26,1
1.강제추행(성범죄)_18447_label.wav,0,2.0299999999999994,2
1.강제추행(성범죄)_18449_label.wav,0,2.63,3
1.강제추행(성범죄)_18452_label.wav,0,2.26,4
1.강제추행(성범죄)_18458_label.wav,0,2.51,5
1.강제추행(성범죄)_18460_label.wav,0,2.3499999999999996,5
1.강제추행(성범죄)_18462_label.wav,0,2.4700000000000006,1
1.강제추행(성범죄)_18463_label.wav,0,2.37,5
1.강제추행(성범죄)_18464_label.wav,0,1.8200000000000003,3
1.강제추행(성범죄)_18466_label.wav,0,2.5600000000000005,1
1.강제추행(성범죄)_18467_label.wav,0,2.59,1
1.강제추행(성범죄)_18468_label.wav,0,2.0299999999999994,4
1.강제추행(성범죄)_18470_label.wav,0,2.2799999999999994,4
1.강제추행(성범죄)_18476_label.wav,0,2.3599999999999994,5
1.강제추행(성범죄)_18477_label.wav,0,2.49,5
1.강제추행(성범죄)_18479_label.wav,0,2.2,4
1.강제추행(성범죄)_18482_label.wav,0,5.84,3
1.강제추행(성범죄)_18483_label.wav,0,1.79,3
1.강제추행(성범죄)_18484_label.wav,0,2.01,1
1.강제추행(성범죄)_18485_label.wav,0,2.3900000000000006,5
1.강제추행(성범죄)_18487_label.wav,0,1.9900000000000002,1
1.강제추행(성범죄)_18493_label.wav,0,1.8100000000000005,1
1.강제추행(성범죄)_18494_label.wav,0,1.8499999999999996,4
1.강제추행(성범죄)_18495_label.wav,0,3.1799999999999997,3
1.강제추행(성범죄)_18498_label.wav,0,2.71,4
1.강제추행(성범죄)_18499_label.wav,0,2.4399999999999995,5
1.강제추행(성범죄)_18501_label.wav,0,1.87,4
1.강제추행(성범죄)_18504_label.wav,0,2.1400000000000006,5
1.강제추행(성범죄)_18505_label.wav,0,2.4800000000000004,4
1.강제추행(성범죄)_18507_label.wav,0,2.55,3
1.강제추행(성범죄)_18508_label.wav,0,2.21,1
1.강제추행(성범죄)_18510_label.wav,0,2.2799999999999994,2
1.강제추행(성범죄)_18514_label.wav,0,2.49,3
1.강제추행(성범죄)_18515_label.wav,0,2.12,2
1.강제추행(성범죄)_18517_label.wav,0,1.9699999999999998,1
1.강제추행(성범죄)_18519_label.wav,0,5.92,4
1.강제추행(성범죄)_18522_label.wav,0,2.49,1
1.강제추행(성범죄)_18524_label.wav,0,2.6899999999999995,3
1.강제추행(성범죄)_18527_label.wav,0,2.58,1
1.강제추행(성범죄)_18530_label.wav,0,2.7799999999999994,5
1.강제추행(성범죄)_18533_label.wav,0,2.25,4
1.강제추행(성범죄)_18534_label.wav,0,2.4399999999999995,1
1.강제추행(성범죄)_18535_label.wav,0,2.4399999999999995,1
1.강제추행(성범죄)_18536_label.wav,0,1.88,5
1.강제추행(성범죄)_18538_label.wav,0,2.6899999999999995,5
1.강제추행(성범죄)_18541_label.wav,0,3.21,3
1.강제추행(성범죄)_18545_label.wav,0,1.9299999999999997,4
1.강제추행(성범죄)_18546_label.wav,0,2.2799999999999994,3
1.강제추행(성범죄)_18550_label.wav,0,2.42,1
1.강제추행(성범죄)_18551_label.wav,0,3.1899999999999995,5
1.강제추행(성범죄)_18553_label.wav,0,2.37,1
1.강제추행(성범죄)_18554_label.wav,0,2.42,4
1.강제추행(성범죄)_18555_label.wav,0,2.38,1
1.강제추행(성범죄)_18557_label.wav,0,2.17,1
1.강제추행(성범죄)_18558_label.wav,0,3.2,1
1.강제추행(성범죄)_18561_label.wav,0,2.13,4
1.강제추행(성범죄)_18564_label.wav,0,2.3499999999999996,5
1.강제추행(성범죄)_18565_label.wav,0,2.2,1
1.강제추행(성범죄)_18566_label.wav,0,1.9800000000000004,2
1.강제추행(성범죄)_18567_label.wav,0,2.5299999999999994,5
1.강제추행(성범죄)_18568_label.wav,0,3.21,1
1.강제추행(성범죄)_18574_label.wav,0,2.01,1
1.강제추행(성범죄)_18575_label.wav,0,1.8899999999999997,2
1.강제추행(성범죄)_18576_label.wav,0,2.3900000000000006,1
1.강제추행(성범죄)_18577_label.wav,0,2.3599999999999994,2
1.강제추행(성범죄)_18578_label.wav,0,2.37,3
1.강제추행(성범죄)_18579_label.wav,0,1.9900000000000002,4
1.강제추행(성범죄)_18582_label.wav,0,2.26,5
1.강제추행(성범죄)_18583_label.wav,0,2.01,2
1.강제추행(성범죄)_18584_label.wav,0,1.8100000000000005,2
1.강제추행(성범죄)_18585_label.wav,0,2.6799999999999997,5
1.강제추행(성범죄)_18586_label.wav,0,2.1500000000000004,5
1.강제추행(성범죄)_18587_label.wav,0,2.3200000000000003,1
1.강제추행(성범죄)_18590_label.wav,0,3.0299999999999994,3
1.강제추행(성범죄)_18593_label.wav,0,2.6400000000000006,5
1.강제추행(성범죄)_18595_label.wav,0,3.1400000000000006,4
1.강제추행(성범죄)_18597_label.wav,0,1.9399999999999995,5
1.강제추행(성범죄)_18598_label.wav,0,5.140000000000001,5
1.강제추행(성범죄)_18599_label.wav,0,2.6899999999999995,2
1.강제추행(성범죄)_18600_label.wav,0,2.4399999999999995,1
1.강제추행(성범죄)_18601_label.wav,0,2.42,5
1.강제추행(성범죄)_18606_label.wav,0,2.74,5
1.강제추행(성범죄)_18607_label.wav,0,2.0600000000000005,4
1.강제추행(성범죄)_18610_label.wav,0,1.8200000000000003,3
1.강제추행(성범죄)_18616_label.wav,0,2.45,3
1.강제추행(성범죄)_18618_label.wav,0,3.2200000000000006,4
1.강제추행(성범죄)_18619_label.wav,0,2.54,5
1.강제추행(성범죄)_18623_label.wav,0,1.8100000000000005,3
1.강제추행(성범죄)_18625_label.wav,0,1.8499999999999996,4
1.강제추행(성범죄)_18628_label.wav,0,1.7599999999999998,1
1.강제추행(성범죄)_18629_label.wav,0,1.87,4
1.강제추행(성범죄)_18630_label.wav,0,2.71,1
1.강제추행(성범죄)_18631_label.wav,0,2.8100000000000005,2
1.강제추행(성범죄)_18634_label.wav,0,1.7699999999999996,3
1.강제추행(성범죄)_18637_label.wav,0,1.9800000000000004,5
1.강제추행(성범죄)_18639_label.wav,0,2.2300000000000004,2
1.강제추행(성범죄)_18640_label.wav,0,5.300000000000001,2
1.강제추행(성범죄)_18641_label.wav,0,1.9699999999999998,5
1.강제추행(성범죄)_18642_label.wav,0,2.6099999999999994,1
1.강제추행(성범죄)_18646_label.wav,0,5.73,1
1.강제추행(성범죄)_18649_label.wav,0,1.7800000000000002,2
1.강제추행(성범죄)_18651_label.wav,0,1.88,2
1.강제추행(성범죄)_18652_label.wav,0,2.0299999999999994,2
1.강제추행(성범죄)_18654_label.wav,0,2.2699999999999996,4
1.강제추행(성범죄)_18655_label.wav,0,1.9699999999999998,3
1.강제추행(성범죄)_18658_label.wav,0,6.530000000000001,1
1.강제추행(성범죄)_18660_label.wav,0,1.8899999999999997,5
1.강제추행(성범죄)_18661_label.wav,0,2.3499999999999996,3
1.강제추행(성범죄)_18663_label.wav,0,2.17,5
1.강제추행(성범죄)_18668_label.wav,0,2.7,2
1.강제추행(성범죄)_18671_label.wav,0,2.3599999999999994,3
1.강제추행(성범죄)_18673_label.wav,0,2.13,3
1.강제추행(성범죄)_18674_label.wav,0,1.8499999999999996,1
1.강제추행(성범죄)_18680_label.wav,0,2.6899999999999995,4
1.강제추행(성범죄)_18681_label.wav,0,2.6799999999999997,1
1.강제추행(성범죄)_18683_label.wav,0,2.3200000000000003,2
1.강제추행(성범죄)_18684_label.wav,0,2.3,3
1.강제추행(성범죄)_18685_label.wav,0,2.6799999999999997,4
1.강제추행(성범죄)_18686_label.wav,0,2.7,5
1.강제추행(성범죄)_18689_label.wav,0,1.71,2
1.강제추행(성범죄)_18690_label.wav,0,2.3,4
1.강제추행(성범죄)_18691_label.wav,0,2.29,4
1.강제추행(성범죄)_18693_label.wav,0,3.1799999999999997,2
1.강제추행(성범죄)_18694_label.wav,0,2.0299999999999994,2
1.강제추행(성범죄)_18698_label.wav,0,5.809999999999999,1
1.강제추행(성범죄)_18699_label.wav,0,2.01,5
1.강제추행(성범죄)_18706_label.wav,0,2.3499999999999996,5
1.강제추행(성범죄)_18707_label.wav,0,2.26,3
1.강제추행(성범죄)_18708_label.wav,0,2.2799999999999994,4
1.강제추행(성범죄)_18710_label.wav,0,5.530000000000001,1
1.강제추행(성범죄)_18712_label.wav,0,5.15,1
1.강제추행(성범죄)_18719_label.wav,0,1.87,5
1.강제추행(성범죄)_18723_label.wav,0,5.83,4
1.강제추행(성범죄)_18726_label.wav,0,1.83,4
1.강제추행(성범죄)_18727_label.wav,0,1.9500000000000002,3
1.강제추행(성범죄)_18731_label.wav,0,2.01,1
1.강제추행(성범죄)_18732_label.wav,0,1.8499999999999996,1
1.강제추행(성범죄)_18733_label.wav,0,2.1500000000000004,2
1.강제추행(성범죄)_18734_label.wav,0,2.38,3
1.강제추행(성범죄)_18736_label.wav,0,2.6099999999999994,2
1.강제추행(성범죄)_18737_label.wav,0,2.13,1
1.강제추행(성범죄)_18738_label.wav,0,2.3900000000000006,1
1.강제추행(성범죄)_18740_label.wav,0,1.8899999999999997,1
1.강제추행(성범죄)_18741_label.wav,0,2.08,4
1.강제추행(성범죄)_18744_label.wav,0,1.83,3
1.강제추행(성범죄)_18745_label.wav,0,2.3900000000000006,5
1.강제추행(성범죄)_18750_label.wav,0,5.25,3
1.강제추행(성범죄)_18752_label.wav,0,2.5600000000000005,5
1.강제추행(성범죄)_18753_label.wav,0,2.5600000000000005,4
1.강제추행(성범죄)_18754_label.wav,0,1.92,1
1.강제추행(성범죄)_18761_label.wav,0,1.7699999999999996,5
1.강제추행(성범죄)_18764_label.wav,0,5.73,3
1.강제추행(성범죄)_18767_label.wav,0,5.629999999999999,2
1.강제추행(성범죄)_18768_label.wav,0,2.3900000000000006,2
1.강제추행(성범죄)_18769_label.wav,0,2.0700000000000003,2
1.강제추행(성범죄)_18770_label.wav,0,2.46,4
1.강제추행(성범죄)_18771_label.wav,0,2.38,5
1.강제추행(성범죄)_18775_label.wav,0,2.12,3
1.강제추행(성범죄)_18776_label.wav,0,1.9000000000000004,3
1.강제추행(성범죄)_18784_label.wav,0,2.6400000000000006,3
1.강제추행(성범죄)_18785_label.wav,0,2.2799999999999994,5
1.강제추행(성범죄)_18786_label.wav,0,2.2799999999999994,3
1.강제추행(성범죄)_18787_label.wav,0,1.83,1
1.강제추행(성범죄)_18796_label.wav,0,2.46,4
1.강제추행(성범죄)_18797_label.wav,0,1.79,2
1.강제추행(성범죄)_18799_label.wav,0,2.21,5
1.강제추행(성범죄)_18802_label.wav,0,2.37,4
1.강제추행(성범죄)_18804_label.wav,0,2.3200000000000003,5
1.강제추행(성범죄)_18805_label.wav,0,2.6099999999999994,3
1.강제추행(성범죄)_18807_label.wav,0,2.2699999999999996,3
1.강제추행(성범죄)_18809_label.wav,0,2.45,4
1.강제추행(성범죄)_18810_label.wav,0,2.0999999999999996,1
1.강제추행(성범죄)_18816_label.wav,0,2.04,2
1.강제추행(성범죄)_18817_label.wav,0,1.9299999999999997,4
1.강제추행(성범죄)_18821_label.wav,0,2.2,5
1.강제추행(성범죄)_18826_label.wav,0,5.440000000000001,3
1.강제추행(성범죄)_18832_label.wav,0,2.5299999999999994,5
1.강제추행(성범죄)_18844_label.wav,0,2.71,4
1.강제추행(성범죄)_18852_label.wav,0,2.6400000000000006,4
1.강제추행(성범죄)_18856_label.wav,0,1.7300000000000004,2
1.강제추행(성범죄)_18857_label.wav,0,2.4700000000000006,3
1.강제추행(성범죄)_18859_label.wav,0,2.1899999999999995,5
1.강제추행(성범죄)_18861_label.wav,0,1.9399999999999995,2
1.강제추행(성범죄)_18862_label.wav,0,1.9000000000000004,2
1.강제추행(성범죄)_18864_label.wav,0,2.21,2
1.강제추행(성범죄)_18878_label.wav,0,1.8200000000000003,1
1.강제추행(성범죄)_18893_label.wav,0,2.4800000000000004,3
1.강제추행(성범죄)_18897_label.wav,0,2.45,2
1.강제추행(성범죄)_18903_label.wav,0,1.7599999999999998,3
1.강제추행(성범죄)_18907_label.wav,0,2.25,1
1.강제추행(성범죄)_18908_label.wav,0,2.0,1
1.강제추행(성범죄)_18909_label.wav,0,1.9299999999999997,5
1.강제추행(성범죄)_18914_label.wav,0,2.41,3
1.강제추행(성범죄)_18918_label.wav,0,1.9900000000000002,1
1.강제추행(성범죄)_18920_label.wav,0,6.539999999999999,5
1.강제추행(성범죄)_18923_label.wav,0,2.3900000000000006,5
1.강제추행(성범죄)_18925_label.wav,0,2.8100000000000005,3
1.강제추행(성범죄)_18927_label.wav,0,2.2200000000000006,4
1.강제추행(성범죄)_18931_label.wav,0,3.1400000000000006,1
1.강제추행(성범죄)_18932_label.wav,0,2.13,2
1.강제추행(성범죄)_18936_label.wav,0,6.51,2
1.강제추행(성범죄)_18949_label.wav,0,5.83,2
1.강제추행(성범죄)_18951_label.wav,0,2.7200000000000006,3
1.강제추행(성범죄)_18955_label.wav,0,2.3499999999999996,3
1.강제추행(성범죄)_18962_label.wav,0,1.88,2
1.강제추행(성범죄)_18964_label.wav,0,2.3499999999999996,4
1.강제추행(성범죄)_18971_label.wav,0,2.6899999999999995,3
1.강제추행(성범죄)_18974_label.wav,0,2.0299999999999994,3
1.강제추행(성범죄)_18977_label.wav,0,2.71,1
1.강제추행(성범죄)_18987_label.wav,0,2.46,3
1.강제추행(성범죄)_18989_label.wav,0,2.5999999999999996,2
1.강제추행(성범죄)_18995_label.wav,0,5.379999999999999,4
1.강제추행(성범죄)_19006_label.wav,0,2.29,1
1.강제추행(성범죄)_19009_label.wav,0,5.23,5
1.강제추행(성범죄)_19030_label.wav,0,1.8200000000000003,1
1.강제추행(성범죄)_19037_label.wav,0,2.79,5
1.강제추행(성범죄)_19039_label.wav,0,2.33,1
1.강제추행(성범죄)_19044_label.wav,0,2.3,4
1.강제추행(성범죄)_19051_label.wav,0,1.9500000000000002,3
1.강제추행(성범죄)_19053_label.wav,0,2.0999999999999996,2
1.강제추행(성범죄)_19061_label.wav,0,2.25,4
1.강제추행(성범죄)_19068_label.wav,0,2.45,2
1.강제추행(성범죄)_19072_label.wav,0,2.7300000000000004,4
1.강제추행(성범죄)_19076_label.wav,0,2.41,5
1.강제추행(성범죄)_19086_label.wav,0,2.1099999999999994,1
1.강제추행(성범죄)_19090_label.wav,0,2.37,5
1.강제추행(성범죄)_19093_label.wav,0,2.3900000000000006,1
1.강제추행(성범죄)_19096_label.wav,0,1.88,1
1.강제추행(성범죄)_19098_label.wav,0,1.83,2
1.강제추행(성범죄)_19100_label.wav,0,2.17,1
1.강제추행(성범죄)_19102_label.wav,0,2.75,4
1.강제추행(성범죄)_19104_label.wav,0,1.88,3
1.강제추행(성범죄)_19106_label.wav,0,1.8399999999999999,3
1.강제추행(성범죄)_19108_label.wav,0,1.8200000000000003,3
1.강제추행(성범죄)_19115_label.wav,0,1.7400000000000002,2
1.강제추행(성범죄)_19120_label.wav,0,1.7800000000000002,5
1.강제추행(성범죄)_19122_label.wav,0,1.96,1
1.강제추행(성범죄)_19125_label.wav,0,2.04,4
1.강제추행(성범죄)_19136_label.wav,0,2.5199999999999996,2
1.강제추행(성범죄)_19139_label.wav,0,2.5700000000000003,1
1.강제추행(성범죄)_19145_label.wav,0,2.26,3
1.강제추행(성범죄)_19151_label.wav,0,2.3,1
1.강제추행(성범죄)_19153_label.wav,0,2.2699999999999996,4
1.강제추행(성범죄)_19166_label.wav,0,1.96,4
1.강제추행(성범죄)_19169_label.wav,0,2.0700000000000003,2
1.강제추행(성범죄)_19174_label.wav,0,2.3900000000000006,2
1.강제추행(성범죄)_19176_label.wav,0,2.3599999999999994,3
1.강제추행(성범죄)_19186_label.wav,0,2.55,5
1.강제추행(성범죄)_19190_label.wav,0,2.5,2
1.강제추행(성범죄)_19198_label.wav,0,5.690000000000001,4
1.강제추행(성범죄)_19203_label.wav,0,1.87,5
1.강제추행(성범죄)_19217_label.wav,0,2.16,5
1.강제추행(성범죄)_19221_label.wav,0,2.24,3
1.강제추행(성범죄)_19223_label.wav,0,2.3900000000000006,4
1.강제추행(성범죄)_19226_label.wav,0,2.63,1
1.강제추행(성범죄)_19229_label.wav,0,1.87,1
1.강제추행(성범죄)_19235_label.wav,0,2.4700000000000006,1
1.강제추행(성범죄)_19243_label.wav,0,1.9699999999999998,1
1.강제추행(성범죄)_19256_label.wav,0,2.38,5
1.강제추행(성범죄)_19258_label.wav,0,2.49,4
1.강제추행(성범죄)_19260_label.wav,0,2.3599999999999994,3
1.강제추행(성범죄)_19264_label.wav,0,1.83,5
1.강제추행(성범죄)_19269_label.wav,0,2.54,5
1.강제추행(성범죄)_19276_label.wav,0,1.96,3
1.강제추행(성범죄)_19283_label.wav,0,2.1899999999999995,3
1.강제추행(성범죄)_19291_label.wav,0,2.24,5
1.강제추행(성범죄)_19298_label.wav,0,5.809999999999999,2
